iter	Passed	Remaining
1663	50376	10172
1664	50411	10142
1665	50438	10111
1666	50467	10081
1667	50493	10050
1668	50521	10019
1669	50548	9988
1670	50595	9961
1671	50642	9934
1672	50680	9905
1673	50712	9875
1674	50740	9845
1675	50774	9815
1676	50803	9785
1677	50833	9754
1678	50860	9723
1679	50890	9693
1680	50919	9662
1681	50944	9631
1682	50971	9600
1683	50995	9569
1684	51025	9538
1685	51050	9507
1686	51077	9476
1687	51106	9446
1688	51137	9416
1689	51165	9385
1690	51191	9354
1691	51214	9322
1692	51247	9292
1693	51278	9262
1694	51305	9232
1695	51345	9203
1696	51388	9175
1697	51421	9145
1698	51454	9115
1699	51483	9085
1700	51515	9055
1701	51542	9024
1702	51568	8993
1703	51596	8962
1704	51627	8932
1705	51656	8902
1706	51693	8872
1707	51721	8842
1708	51750	8811
1709	51776	8780
1710	51807	8750
1711	51832	8719
1712	51862	8689
1713	51892	8658
1714	51920	8628
1715	51948	8597
1716	51978	8567
1717	52002	8535
1718	52028	8504
1719	52053	8473
1720	52076	8442
1721	52107	8412
1722	52136	8381
1723	52164	8351
1724	52189	8320
1725	52219	8289
1726	52250	8259
1727	52276	8228
1728	52309	8198
1729	52347	8169
1730	52377	8139
1731	52401	8108
1732	52429	8077
1733	52466	8048
1734	52499	8018
1735	52526	7987
1736	52556	7957
1737	52586	7927
1738	52617	7897
1739	52646	7866
1740	52678	7836
1741	52710	7806
1742	52736	7775
1743	52770	7746
1744	52803	7716
1745	52834	7686
1746	52863	7655
1747	52895	7625
1748	52923	7595
1749	52951	7564
1750	52981	7534
1751	53010	7503
1752	53039	7473
1753	53068	7442
1754	53103	7413
1755	53131	7382
1756	53161	7352
1757	53186	7321
1758	53224	7292
1759	53260	7262
1760	53285	7231
1761	53317	7201
1762	53349	7171
1763	53378	7141
1764	53408	7111
1765	53445	7081
1766	53473	7051
1767	53506	7021
1768	53539	6991
1769	53571	6961
1770	53600	6930
1771	53629	6900
1772	53659	6870
1773	53685	6839
1774	53711	6808
1775	53738	6777
1776	53766	6747
1777	53795	6716
1778	53821	6686
1779	53848	6655
1780	53877	6625
1781	53907	6594
1782	53935	6564
1783	53962	6533
1784	53991	6503
1785	54016	6472
1786	54046	6442
1787	54078	6411
1788	54110	6381
1789	54139	6351
1790	54166	6320
1791	54191	6290
1792	54221	6259
1793	54251	6229
1794	54282	6199
1795	54316	6169
1796	54351	6139
1797	54379	6109
1798	54407	6078
1799	54434	6048
1800	54466	6018
1801	54495	5987
1802	54523	5957
1803	54551	5926
1804	54586	5897
1805	54622	5867
1806	54653	5837
1807	54683	5807
1808	54713	5776
1809	54741	5746
1810	54771	5716
1811	54798	5685
1812	54823	5654
1813	54852	5624
1814	54876	5593
1815	54911	5563
1816	54937	5533
1817	54965	5502
1818	54994	5472
1819	55019	5441
1820	55049	5411
1821	55079	5380
1822	55107	5350
1823	55135	5320
1824	55161	5289
1825	55185	5258
1826	55214	5228
1827	55239	5197
1828	55268	5167
1829	55298	5137
1830	55327	5106
1831	55353	5076
1832	55379	5045
1833	55405	5014
1834	55433	4984
1835	55463	4954
1836	55491	4923
1837	55520	4893
1838	55547	4863
1839	55575	4832
1840	55615	4803
1841	55649	4773
1842	55678	4743
1843	55708	4712
1844	55739	4682
1845	55767	4652
1846	55798	4622
1847	55824	4591
1848	55855	4561
1849	55881	4530
1850	55911	4500
1851	55943	4470
1852	55970	4440
1853	55997	4409
1854	56023	4379
1855	56049	4348
1856	56075	4318
1857	56103	4287
1858	56136	4257
1859	56162	4227
1860	56191	4197
1861	56220	4166
1862	56246	4136
1863	56277	4106
1864	56307	4075
1865	56334	4045
1866	56359	4014
1867	56388	3984
1868	56416	3954
1869	56443	3923
1870	56468	3893
1871	56510	3863
1872	56542	3833
1873	56566	3803
1874	56582	3772
1875	56613	3742
1876	56644	3711
1877	56675	3681
1878	56706	3651
1879	56734	3621
1880	56764	3591
1881	56799	3561
1882	56831	3531
1883	56858	3500
1884	56886	3470
1885	56906	3439
1886	56936	3409
1887	56966	3379
1888	56995	3349
1889	57019	3318
1890	57047	3288
1891	57076	3258
1892	57110	3228
1893	57140	3197
1894	57167	3167
1895	57193	3137
1896	57223	3107
1897	57249	3076
1898	57284	3046
1899	57313	3016
1900	57345	2986
1901	57372	2956
1902	57406	2926
1903	57442	2896
1904	57478	2866
1905	57512	2836
1906	57539	2806
1907	57569	2775
1908	57599	2745
1909	57629	2715
1910	57659	2685
1911	57687	2655
1912	57714	2624
1913	57738	2594
1914	57763	2563
1915	57789	2533
1916	57817	2503
1917	57842	2472
1918	57869	2442
1919	57897	2412
1920	57928	2382
1921	57956	2352
1922	57983	2321
1923	58012	2291
1924	58040	2261
1925	58068	2231
1926	58098	2200
1927	58131	2170
1928	58158	2140
1929	58185	2110
1930	58216	2080
1931	58248	2050
1932	58277	2019
1933	58309	1989
1934	58342	1959
1935	58370	1929
1936	58400	1899
1937	58432	1869
1938	58464	1839
1939	58491	1809
1940	58516	1778
1941	58546	1748
1942	58580	1718
1943	58607	1688
1944	58636	1658
1945	58662	1627
1946	58692	1597
1947	58727	1567
1948	58759	1537
1949	58792	1507
1950	58820	1477
1951	58851	1447
1952	58879	1416
1953	58906	1386
1954	58938	1356
1955	58964	1326
1956	58991	1296
1957	59016	1265
1958	59042	1235
1959	59071	1205
1960	59099	1175
1961	59132	1145
1962	59161	1115
1963	59191	1084
1964	59219	1054
1965	59243	1024
1966	59272	994
1967	59300	964
1968	59328	934
1969	59355	903
1970	59383	873
1971	59412	843
1972	59445	813
1973	59474	783
1974	59504	753
1975	59533	723
1976	59564	692
1977	59593	662
1978	59621	632
1979	59651	602
1980	59682	572
1981	59712	542
1982	59739	512
1983	59774	482
1984	59807	451
1985	59836	421
1986	59863	391
1987	59893	361
1988	59922	331
1989	59947	301
1990	59979	271
1991	60004	240
1992	60028	210
1993	60057	180
1994	60085	150
1995	60115	120
1996	60147	90
1997	60175	60
1998	60203	30
1999	60229	0
